[INFO ] [2022-10-02 18:26:35,671] Click to Register on the header
[INFO ] [2022-10-06 23:32:52,219] Pre-condition - Input valid email with: ethan.kunze@yahoo.com
[INFO ] [2022-10-06 23:33:15,497] Click to Register on the header
[INFO ] [2022-10-06 23:33:17,406] Click to Register button
[INFO ] [2022-10-06 23:33:17,742] Verify Required message of Firstname field
[INFO ] [2022-10-06 23:33:17,828] Verify Required message of Lastname field
[INFO ] [2022-10-06 23:33:17,865] Verify Required message of Email field
[INFO ] [2022-10-06 23:33:17,900] Verify Required message of Password field
[INFO ] [2022-10-06 23:33:17,934] Verify Required message of Confirm Password field
[INFO ] [2022-10-06 23:33:17,975] Click to Register on the header
[INFO ] [2022-10-06 23:33:18,582] Select gender in checkbox
[INFO ] [2022-10-06 23:33:18,683] Input valid value into Firstname textbox with: Winnifred
[INFO ] [2022-10-06 23:33:18,869] Input valid value into Lastname textbox with: Flatley
[INFO ] [2022-10-06 23:33:19,336] Select Date of birthday
[INFO ] [2022-10-06 23:33:19,449] Select Month of birthday
[INFO ] [2022-10-06 23:33:19,547] Select Year of birthday
[INFO ] [2022-10-06 23:33:19,620] Input invalid email to email textbox
[INFO ] [2022-10-06 23:33:19,769] Input valid value into password textbox with: 9cq3mhnoj
[INFO ] [2022-10-06 23:33:19,988] Input valid value into confirm password textbox with: 9cq3mhnoj
[INFO ] [2022-10-06 23:33:20,196] Click to Register button
[INFO ] [2022-10-06 23:33:20,571] Verify error message about invalid email
[INFO ] [2022-10-06 23:33:20,782] Select gender in checkbox
[INFO ] [2022-10-06 23:33:21,110] Input valid value into Firstname textbox with: Winnifred
[INFO ] [2022-10-06 23:33:21,508] Input valid value into Lastname textbox with: Flatley
[INFO ] [2022-10-06 23:33:21,773] Select Date of birthday
[INFO ] [2022-10-06 23:33:21,812] Select Month of birthday
[INFO ] [2022-10-06 23:33:21,847] Select Year of birthday
[INFO ] [2022-10-06 23:33:21,890] Input valid email to email textbox with: clelia.raynor@gmail.com
[INFO ] [2022-10-06 23:33:22,045] Input valid value into password textbox with: 9cq3mhnoj
[INFO ] [2022-10-06 23:33:22,167] Input valid value into confirm password textbox with: 9cq3mhnoj
[INFO ] [2022-10-06 23:33:22,654] Click to Register button
[INFO ] [2022-10-06 23:33:25,584] Verify success message about valid email
[INFO ] [2022-10-06 23:33:25,617] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:33:26,106] Click on Log out button
[INFO ] [2022-10-06 23:33:26,871] Click to Register on the header
[INFO ] [2022-10-06 23:33:27,340] Input valid value into Firstname textbox with: Winnifred
[INFO ] [2022-10-06 23:33:27,485] Input valid value into Lastname textbox with: Flatley
[INFO ] [2022-10-06 23:33:27,569] Select Date of birthday
[INFO ] [2022-10-06 23:33:27,634] Select Month of birthday
[INFO ] [2022-10-06 23:33:27,696] Select Year of birthday
[INFO ] [2022-10-06 23:33:27,755] Input exist email to email textbox with: clelia.raynor@gmail.com
[INFO ] [2022-10-06 23:33:27,836] Input valid value into password textbox with: 9cq3mhnoj
[INFO ] [2022-10-06 23:33:27,911] Input valid value into confirm password textbox with: 9cq3mhnoj
[INFO ] [2022-10-06 23:33:27,987] Click to Register button
[INFO ] [2022-10-06 23:33:28,500] Verify error message about invalid email
[INFO ] [2022-10-06 23:33:28,541] Input valid value into Firstname textbox with: Winnifred
[INFO ] [2022-10-06 23:33:28,619] Input valid value into Lastname textbox with: Flatley
[INFO ] [2022-10-06 23:33:28,700] Select Date of birthday
[INFO ] [2022-10-06 23:33:28,745] Select Month of birthday
[INFO ] [2022-10-06 23:33:28,825] Select Year of birthday
[INFO ] [2022-10-06 23:33:28,869] Input valid email to email textbox with: marcos.aufderhar@gmail.com
[INFO ] [2022-10-06 23:33:28,952] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-06 23:33:29,140] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-06 23:33:29,276] Click to Register button
[INFO ] [2022-10-06 23:33:29,355] Verify error message about invalid password
[INFO ] [2022-10-06 23:33:29,455] Input valid value into Firstname textbox with: Winnifred
[INFO ] [2022-10-06 23:33:29,523] Input valid value into Lastname textbox with: Flatley
[INFO ] [2022-10-06 23:33:29,585] Select Date of birthday
[INFO ] [2022-10-06 23:33:29,619] Select Month of birthday
[INFO ] [2022-10-06 23:33:29,651] Select Year of birthday
[INFO ] [2022-10-06 23:33:29,684] Input valid email to email textbox with: marcos.aufderhar@gmail.com
[INFO ] [2022-10-06 23:33:29,744] Input valid value into password textbox with: 9cq3mhnoj
[INFO ] [2022-10-06 23:33:29,855] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-06 23:33:29,915] Click to Register button
[INFO ] [2022-10-06 23:33:30,043] Verify error message about not-matched password
[INFO ] [2022-10-06 23:34:08,706] Click to Register on the header
[INFO ] [2022-10-06 23:34:10,184] Select gender in checkbox
[INFO ] [2022-10-06 23:34:10,474] Input valid value into Firstname textbox with: Jermaine
[INFO ] [2022-10-06 23:34:10,551] Input valid value into Lastname textbox with: Ziemann
[INFO ] [2022-10-06 23:34:10,597] Select Date of birthday
[INFO ] [2022-10-06 23:34:10,875] Select Month of birthday
[INFO ] [2022-10-06 23:34:11,147] Select Year of birthday
[INFO ] [2022-10-06 23:34:11,428] Input valid email to email textbox with: pamula.reynolds@gmail.com
[INFO ] [2022-10-06 23:34:11,479] Input valid value into password textbox with: knz248bfdpxd
[INFO ] [2022-10-06 23:34:11,534] Input valid value into confirm password textbox with: knz248bfdpxd
[INFO ] [2022-10-06 23:34:11,608] Click to Register button
[INFO ] [2022-10-06 23:34:12,831] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:34:18,687] Click to login button on the header to navigate to login page
[INFO ] [2022-10-06 23:34:20,082] Click to Log in button in login page to show required message at email
[INFO ] [2022-10-06 23:34:20,370] Verify required message at email textbox
[INFO ] [2022-10-06 23:34:20,414] Input invalid email to Email textbox
[INFO ] [2022-10-06 23:34:20,470] Input to password textbox
[INFO ] [2022-10-06 23:34:20,514] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:34:20,785] Verify error message at email textbox
[INFO ] [2022-10-06 23:34:20,833] Input not-existed email to Email textbox with: jonathon.casper@gmail.com
[INFO ] [2022-10-06 23:34:20,909] Input to password textbox
[INFO ] [2022-10-06 23:34:20,957] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:34:21,389] Verify error message with non-existed mail
[INFO ] [2022-10-06 23:34:21,439] Input existed email to Email textbox with:  but not input passwordpamula.reynolds@gmail.com
[INFO ] [2022-10-06 23:34:21,484] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:34:21,929] Verify error message with empty password
[INFO ] [2022-10-06 23:34:21,971] Input existed email to Email textbox with:  but Incorrect passwordpamula.reynolds@gmail.com
[INFO ] [2022-10-06 23:34:22,023] Input incorrect password to password textbox
[INFO ] [2022-10-06 23:34:22,062] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:34:22,503] Verify error message with incorrect password
[INFO ] [2022-10-06 23:34:22,551] Input valid email to Email textbox with: pamula.reynolds@gmail.com
[INFO ] [2022-10-06 23:34:22,606] Input correct password to password textbox
[INFO ] [2022-10-06 23:34:22,646] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:34:23,423] Verify home page is displayed
[INFO ] [2022-10-06 23:34:23,558] ---------PASSED---------
[INFO ] [2022-10-06 23:34:28,738] Click to login button on the header to navigate to login page
[INFO ] [2022-10-06 23:34:30,080] Pre-condition - Input valid email with: pamula.reynolds@gmail.com
[INFO ] [2022-10-06 23:34:30,148] Pre-condition - Input to password textbox
[INFO ] [2022-10-06 23:34:30,187] Pre-condition - Click to Log in button
[INFO ] [2022-10-06 23:34:30,987] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-06 23:34:31,875] Click to Customer info button
[INFO ] [2022-10-06 23:34:32,322] Click to Female checkbox
[INFO ] [2022-10-06 23:34:32,589] Edit First name textbox with: Kenny
[INFO ] [2022-10-06 23:34:32,637] Edit Last name textbox with: Kemmer
[INFO ] [2022-10-06 23:34:32,685] Select Date of birthday
[INFO ] [2022-10-06 23:34:32,939] Select Month of birthday
[INFO ] [2022-10-06 23:34:33,187] Select Year of birthday
[INFO ] [2022-10-06 23:34:33,228] Edit email textbox with: darrell.mcdermott@gmail.com
[INFO ] [2022-10-06 23:34:33,309] Click to save button
[INFO ] [2022-10-06 23:34:34,332] Verify firstname display correctly with: Kenny
[INFO ] [2022-10-06 23:34:34,379] ---------PASSED---------
[INFO ] [2022-10-06 23:34:34,380] Verify lastname display correctly with: Kemmer
[INFO ] [2022-10-06 23:34:34,413] ---------PASSED---------
[INFO ] [2022-10-06 23:34:34,414] Verify email display correctly with: darrell.mcdermott@gmail.com
[INFO ] [2022-10-06 23:34:34,440] ---------FAILED---------
[INFO ] [2022-10-06 23:34:34,440] Verify date of birth display correctly
[INFO ] [2022-10-06 23:34:34,534] ---------PASSED---------
[INFO ] [2022-10-06 23:34:34,535] Verify month of birth display correctly
[INFO ] [2022-10-06 23:34:34,598] ---------PASSED---------
[INFO ] [2022-10-06 23:34:34,598] Verify year of birth display correctly
[INFO ] [2022-10-06 23:34:34,800] ---------PASSED---------
[INFO ] [2022-10-06 23:34:39,647] Click to Register on the header
[INFO ] [2022-10-06 23:34:41,788] Click to Register button
[INFO ] [2022-10-06 23:34:42,099] Verify Required message of Firstname field
[INFO ] [2022-10-06 23:34:42,132] Verify Required message of Lastname field
[INFO ] [2022-10-06 23:34:42,158] Verify Required message of Email field
[INFO ] [2022-10-06 23:34:42,182] Verify Required message of Password field
[INFO ] [2022-10-06 23:34:42,206] Verify Required message of Confirm Password field
[INFO ] [2022-10-06 23:34:42,243] Click to Register on the header
[INFO ] [2022-10-06 23:34:42,689] Select gender in checkbox
[INFO ] [2022-10-06 23:34:43,003] Input valid value into Firstname textbox with: Pamela
[INFO ] [2022-10-06 23:34:43,058] Input valid value into Lastname textbox with: Schamberger
[INFO ] [2022-10-06 23:34:43,104] Select Date of birthday
[INFO ] [2022-10-06 23:34:43,368] Select Month of birthday
[INFO ] [2022-10-06 23:34:43,615] Select Year of birthday
[INFO ] [2022-10-06 23:34:43,864] Input invalid email to email textbox
[INFO ] [2022-10-06 23:34:43,911] Input valid value into password textbox with: 9ailqngvl
[INFO ] [2022-10-06 23:34:43,961] Input valid value into confirm password textbox with: 9ailqngvl
[INFO ] [2022-10-06 23:34:44,008] Click to Register button
[INFO ] [2022-10-06 23:34:44,279] Verify error message about invalid email
[INFO ] [2022-10-06 23:34:44,315] Select gender in checkbox
[INFO ] [2022-10-06 23:34:44,583] Input valid value into Firstname textbox with: Pamela
[INFO ] [2022-10-06 23:34:44,630] Input valid value into Lastname textbox with: Schamberger
[INFO ] [2022-10-06 23:34:44,709] Select Date of birthday
[INFO ] [2022-10-06 23:34:45,013] Select Month of birthday
[INFO ] [2022-10-06 23:34:45,077] Select Year of birthday
[INFO ] [2022-10-06 23:34:45,113] Input valid email to email textbox with: cedric.rau@gmail.com
[INFO ] [2022-10-06 23:34:45,190] Input valid value into password textbox with: 9ailqngvl
[INFO ] [2022-10-06 23:34:45,228] Input valid value into confirm password textbox with: 9ailqngvl
[INFO ] [2022-10-06 23:34:45,277] Click to Register button
[INFO ] [2022-10-06 23:34:47,302] Verify success message about valid email
[INFO ] [2022-10-06 23:34:47,344] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:34:47,825] Click on Log out button
[INFO ] [2022-10-06 23:34:48,529] Click to Register on the header
[INFO ] [2022-10-06 23:34:48,982] Input valid value into Firstname textbox with: Pamela
[INFO ] [2022-10-06 23:34:49,038] Input valid value into Lastname textbox with: Schamberger
[INFO ] [2022-10-06 23:34:49,080] Select Date of birthday
[INFO ] [2022-10-06 23:34:49,327] Select Month of birthday
[INFO ] [2022-10-06 23:34:49,571] Select Year of birthday
[INFO ] [2022-10-06 23:34:49,830] Input exist email to email textbox with: cedric.rau@gmail.com
[INFO ] [2022-10-06 23:34:49,870] Input valid value into password textbox with: 9ailqngvl
[INFO ] [2022-10-06 23:34:49,910] Input valid value into confirm password textbox with: 9ailqngvl
[INFO ] [2022-10-06 23:34:49,945] Click to Register button
[INFO ] [2022-10-06 23:34:50,424] Verify error message about invalid email
[INFO ] [2022-10-06 23:34:50,477] Input valid value into Firstname textbox with: Pamela
[INFO ] [2022-10-06 23:34:50,520] Input valid value into Lastname textbox with: Schamberger
[INFO ] [2022-10-06 23:34:50,561] Select Date of birthday
[INFO ] [2022-10-06 23:34:50,593] Select Month of birthday
[INFO ] [2022-10-06 23:34:50,622] Select Year of birthday
[INFO ] [2022-10-06 23:34:50,649] Input valid email to email textbox with: javier.gleichner@yahoo.com
[INFO ] [2022-10-06 23:34:50,708] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-06 23:34:50,747] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-06 23:34:50,784] Click to Register button
[INFO ] [2022-10-06 23:34:51,060] Verify error message about invalid password
[INFO ] [2022-10-06 23:34:51,116] Input valid value into Firstname textbox with: Pamela
[INFO ] [2022-10-06 23:34:51,154] Input valid value into Lastname textbox with: Schamberger
[INFO ] [2022-10-06 23:34:51,187] Select Date of birthday
[INFO ] [2022-10-06 23:34:51,213] Select Month of birthday
[INFO ] [2022-10-06 23:34:51,253] Select Year of birthday
[INFO ] [2022-10-06 23:34:51,282] Input valid email to email textbox with: javier.gleichner@yahoo.com
[INFO ] [2022-10-06 23:34:51,323] Input valid value into password textbox with: 9ailqngvl
[INFO ] [2022-10-06 23:34:51,376] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-06 23:34:51,440] Click to Register button
[INFO ] [2022-10-06 23:34:51,702] Verify error message about not-matched password
[INFO ] [2022-10-06 23:35:59,605] Click to Register on the header
[INFO ] [2022-10-06 23:36:00,977] Select gender in checkbox
[INFO ] [2022-10-06 23:36:01,274] Input valid value into Firstname textbox with: Maricruz
[INFO ] [2022-10-06 23:36:01,343] Input valid value into Lastname textbox with: Cartwright
[INFO ] [2022-10-06 23:36:01,391] Select Date of birthday
[INFO ] [2022-10-06 23:36:01,685] Select Month of birthday
[INFO ] [2022-10-06 23:36:01,952] Select Year of birthday
[INFO ] [2022-10-06 23:36:02,227] Input valid email to email textbox with: dayna.funk@yahoo.com
[INFO ] [2022-10-06 23:36:02,284] Input valid value into password textbox with: ijoddobxnk4adw2
[INFO ] [2022-10-06 23:36:02,336] Input valid value into confirm password textbox with: ijoddobxnk4adw2
[INFO ] [2022-10-06 23:36:02,392] Click to Register button
[INFO ] [2022-10-06 23:36:03,286] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:36:08,527] Click to login button on the header to navigate to login page
[INFO ] [2022-10-06 23:36:09,907] Click to Log in button in login page to show required message at email
[INFO ] [2022-10-06 23:36:10,200] Verify required message at email textbox
[INFO ] [2022-10-06 23:36:10,249] Input invalid email to Email textbox
[INFO ] [2022-10-06 23:36:10,310] Input to password textbox
[INFO ] [2022-10-06 23:36:10,355] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:36:10,659] Verify error message at email textbox
[INFO ] [2022-10-06 23:36:10,707] Input not-existed email to Email textbox with: orlando.bechtelar@hotmail.com
[INFO ] [2022-10-06 23:36:10,782] Input to password textbox
[INFO ] [2022-10-06 23:36:10,830] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:36:11,249] Verify error message with non-existed mail
[INFO ] [2022-10-06 23:36:11,294] Input existed email to Email textbox with:  but not input passworddayna.funk@yahoo.com
[INFO ] [2022-10-06 23:36:11,339] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:36:11,765] Verify error message with empty password
[INFO ] [2022-10-06 23:36:11,815] Input existed email to Email textbox with:  but Incorrect passworddayna.funk@yahoo.com
[INFO ] [2022-10-06 23:36:11,862] Input incorrect password to password textbox
[INFO ] [2022-10-06 23:36:11,902] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:36:12,370] Verify error message with incorrect password
[INFO ] [2022-10-06 23:36:12,417] Input valid email to Email textbox with: dayna.funk@yahoo.com
[INFO ] [2022-10-06 23:36:12,475] Input correct password to password textbox
[INFO ] [2022-10-06 23:36:12,511] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:36:13,265] Verify home page is displayed
[INFO ] [2022-10-06 23:36:13,315] ---------PASSED---------
[INFO ] [2022-10-06 23:36:17,546] Click to login button on the header to navigate to login page
[INFO ] [2022-10-06 23:36:18,721] Pre-condition - Input valid email with: dayna.funk@yahoo.com
[INFO ] [2022-10-06 23:36:18,784] Pre-condition - Input to password textbox
[INFO ] [2022-10-06 23:36:18,833] Pre-condition - Click to Log in button
[INFO ] [2022-10-06 23:36:19,595] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-06 23:36:20,123] Click to Customer info button
[INFO ] [2022-10-06 23:36:20,569] Click to Female checkbox
[INFO ] [2022-10-06 23:36:20,835] Edit First name textbox with: Buster
[INFO ] [2022-10-06 23:36:20,883] Edit Last name textbox with: Beahan
[INFO ] [2022-10-06 23:36:20,932] Select Date of birthday
[INFO ] [2022-10-06 23:36:21,231] Select Month of birthday
[INFO ] [2022-10-06 23:36:21,489] Select Year of birthday
[INFO ] [2022-10-06 23:36:21,533] Edit email textbox with: rolando.leffler@gmail.com
[INFO ] [2022-10-06 23:36:21,588] Click to save button
[INFO ] [2022-10-06 23:36:22,307] Verify firstname display correctly with: Buster
[INFO ] [2022-10-06 23:36:22,348] Verify lastname display correctly with: Beahan
[INFO ] [2022-10-06 23:36:22,380] Verify email display correctly with: rolando.leffler@gmail.com
[INFO ] [2022-10-06 23:36:22,404] Verify date of birth display correctly
[INFO ] [2022-10-06 23:36:22,488] Verify month of birth display correctly
[INFO ] [2022-10-06 23:36:22,541] Verify year of birth display correctly
[INFO ] [2022-10-06 23:36:27,391] Click to Register on the header
[INFO ] [2022-10-06 23:36:28,805] Click to Register button
[INFO ] [2022-10-06 23:36:29,103] Verify Required message of Firstname field
[INFO ] [2022-10-06 23:36:29,134] Verify Required message of Lastname field
[INFO ] [2022-10-06 23:36:29,158] Verify Required message of Email field
[INFO ] [2022-10-06 23:36:29,180] Verify Required message of Password field
[INFO ] [2022-10-06 23:36:29,206] Verify Required message of Confirm Password field
[INFO ] [2022-10-06 23:36:29,230] Click to Register on the header
[INFO ] [2022-10-06 23:36:29,698] Select gender in checkbox
[INFO ] [2022-10-06 23:36:29,969] Input valid value into Firstname textbox with: Luciano
[INFO ] [2022-10-06 23:36:30,028] Input valid value into Lastname textbox with: Douglas
[INFO ] [2022-10-06 23:36:30,067] Select Date of birthday
[INFO ] [2022-10-06 23:36:30,349] Select Month of birthday
[INFO ] [2022-10-06 23:36:30,603] Select Year of birthday
[INFO ] [2022-10-06 23:36:30,866] Input invalid email to email textbox
[INFO ] [2022-10-06 23:36:30,923] Input valid value into password textbox with: sql86p0bhmmd
[INFO ] [2022-10-06 23:36:30,973] Input valid value into confirm password textbox with: sql86p0bhmmd
[INFO ] [2022-10-06 23:36:31,014] Click to Register button
[INFO ] [2022-10-06 23:36:31,327] Verify error message about invalid email
[INFO ] [2022-10-06 23:36:31,366] Select gender in checkbox
[INFO ] [2022-10-06 23:36:31,617] Input valid value into Firstname textbox with: Luciano
[INFO ] [2022-10-06 23:36:31,671] Input valid value into Lastname textbox with: Douglas
[INFO ] [2022-10-06 23:36:31,710] Select Date of birthday
[INFO ] [2022-10-06 23:36:31,741] Select Month of birthday
[INFO ] [2022-10-06 23:36:31,769] Select Year of birthday
[INFO ] [2022-10-06 23:36:31,801] Input valid email to email textbox with: lissette.hand@yahoo.com
[INFO ] [2022-10-06 23:36:31,869] Input valid value into password textbox with: sql86p0bhmmd
[INFO ] [2022-10-06 23:36:31,913] Input valid value into confirm password textbox with: sql86p0bhmmd
[INFO ] [2022-10-06 23:36:31,968] Click to Register button
[INFO ] [2022-10-06 23:36:33,200] Verify success message about valid email
[INFO ] [2022-10-06 23:36:33,236] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:36:33,734] Click on Log out button
[INFO ] [2022-10-06 23:36:34,483] Click to Register on the header
[INFO ] [2022-10-06 23:36:34,935] Input valid value into Firstname textbox with: Luciano
[INFO ] [2022-10-06 23:36:34,986] Input valid value into Lastname textbox with: Douglas
[INFO ] [2022-10-06 23:36:35,024] Select Date of birthday
[INFO ] [2022-10-06 23:36:35,270] Select Month of birthday
[INFO ] [2022-10-06 23:36:35,519] Select Year of birthday
[INFO ] [2022-10-06 23:36:35,783] Input exist email to email textbox with: lissette.hand@yahoo.com
[INFO ] [2022-10-06 23:36:35,841] Input valid value into password textbox with: sql86p0bhmmd
[INFO ] [2022-10-06 23:36:35,881] Input valid value into confirm password textbox with: sql86p0bhmmd
[INFO ] [2022-10-06 23:36:35,918] Click to Register button
[INFO ] [2022-10-06 23:36:36,402] Verify error message about invalid email
[INFO ] [2022-10-06 23:36:36,483] Input valid value into Firstname textbox with: Luciano
[INFO ] [2022-10-06 23:36:36,521] Input valid value into Lastname textbox with: Douglas
[INFO ] [2022-10-06 23:36:36,568] Select Date of birthday
[INFO ] [2022-10-06 23:36:36,604] Select Month of birthday
[INFO ] [2022-10-06 23:36:36,633] Select Year of birthday
[INFO ] [2022-10-06 23:36:36,664] Input valid email to email textbox with: landon.monahan@gmail.com
[INFO ] [2022-10-06 23:36:36,734] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-06 23:36:36,769] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-06 23:36:36,841] Click to Register button
[INFO ] [2022-10-06 23:36:37,111] Verify error message about invalid password
[INFO ] [2022-10-06 23:36:37,164] Input valid value into Firstname textbox with: Luciano
[INFO ] [2022-10-06 23:36:37,202] Input valid value into Lastname textbox with: Douglas
[INFO ] [2022-10-06 23:36:37,239] Select Date of birthday
[INFO ] [2022-10-06 23:36:37,267] Select Month of birthday
[INFO ] [2022-10-06 23:36:37,292] Select Year of birthday
[INFO ] [2022-10-06 23:36:37,318] Input valid email to email textbox with: landon.monahan@gmail.com
[INFO ] [2022-10-06 23:36:37,363] Input valid value into password textbox with: sql86p0bhmmd
[INFO ] [2022-10-06 23:36:37,416] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-06 23:36:37,462] Click to Register button
[INFO ] [2022-10-06 23:36:37,724] Verify error message about not-matched password
[INFO ] [2022-10-06 23:37:36,916] Click to Register on the header
[INFO ] [2022-10-06 23:37:38,336] Select gender in checkbox
[INFO ] [2022-10-06 23:37:38,633] Input valid value into Firstname textbox with: Rubie
[INFO ] [2022-10-06 23:37:38,703] Input valid value into Lastname textbox with: Bruen
[INFO ] [2022-10-06 23:37:38,749] Select Date of birthday
[INFO ] [2022-10-06 23:37:39,023] Select Month of birthday
[INFO ] [2022-10-06 23:37:39,283] Select Year of birthday
[INFO ] [2022-10-06 23:37:39,561] Input valid email to email textbox with: valentine.konopelski@gmail.com
[INFO ] [2022-10-06 23:37:39,622] Input valid value into password textbox with: tpa0goleug
[INFO ] [2022-10-06 23:37:39,689] Input valid value into confirm password textbox with: tpa0goleug
[INFO ] [2022-10-06 23:37:39,758] Click to Register button
[INFO ] [2022-10-06 23:37:40,757] Click on Continue buton to return to homepage
[INFO ] [2022-10-06 23:37:46,175] Click to login button on the header to navigate to login page
[INFO ] [2022-10-06 23:37:47,532] Click to Log in button in login page to show required message at email
[INFO ] [2022-10-06 23:37:47,821] Verify required message at email textbox
[INFO ] [2022-10-06 23:37:47,873] Input invalid email to Email textbox
[INFO ] [2022-10-06 23:37:47,935] Input to password textbox
[INFO ] [2022-10-06 23:37:47,984] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:37:48,257] Verify error message at email textbox
[INFO ] [2022-10-06 23:37:48,304] Input not-existed email to Email textbox with: iola.schiller@gmail.com
[INFO ] [2022-10-06 23:37:48,375] Input to password textbox
[INFO ] [2022-10-06 23:37:48,428] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:37:48,856] Verify error message with non-existed mail
[INFO ] [2022-10-06 23:37:48,910] Input existed email to Email textbox with:  but not input passwordvalentine.konopelski@gmail.com
[INFO ] [2022-10-06 23:37:48,988] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:37:49,426] Verify error message with empty password
[INFO ] [2022-10-06 23:37:49,468] Input existed email to Email textbox with:  but Incorrect passwordvalentine.konopelski@gmail.com
[INFO ] [2022-10-06 23:37:49,522] Input incorrect password to password textbox
[INFO ] [2022-10-06 23:37:49,558] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:37:50,015] Verify error message with incorrect password
[INFO ] [2022-10-06 23:37:50,065] Input valid email to Email textbox with: valentine.konopelski@gmail.com
[INFO ] [2022-10-06 23:37:50,119] Input correct password to password textbox
[INFO ] [2022-10-06 23:37:50,156] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-06 23:37:50,863] Verify home page is displayed
[INFO ] [2022-10-06 23:37:50,941] ---------PASSED---------
[INFO ] [2022-10-06 23:37:55,559] Click to login button on the header to navigate to login page
[INFO ] [2022-10-06 23:37:56,941] Pre-condition - Input valid email with: valentine.konopelski@gmail.com
[INFO ] [2022-10-06 23:37:57,005] Pre-condition - Input to password textbox
[INFO ] [2022-10-06 23:37:57,045] Pre-condition - Click to Log in button
[INFO ] [2022-10-06 23:37:57,820] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-06 23:37:58,573] Click to Customer info button
[INFO ] [2022-10-06 23:37:59,010] Click to Female checkbox
[INFO ] [2022-10-06 23:37:59,283] Edit First name textbox with: Eliza
[INFO ] [2022-10-06 23:37:59,335] Edit Last name textbox with: Zemlak
[INFO ] [2022-10-06 23:37:59,385] Select Date of birthday
[INFO ] [2022-10-06 23:37:59,658] Select Month of birthday
[INFO ] [2022-10-06 23:37:59,914] Select Year of birthday
[INFO ] [2022-10-06 23:37:59,961] Edit email textbox with: rodney.hoppe@hotmail.com
[INFO ] [2022-10-06 23:38:00,022] Click to save button
[INFO ] [2022-10-06 23:38:00,751] Verify firstname display correctly with: Eliza
[INFO ] [2022-10-06 23:38:05,473] Click to Register on the header
[INFO ] [2022-10-06 23:38:06,657] Click to Register button
[INFO ] [2022-10-06 23:38:06,962] Verify Required message of Firstname field
[INFO ] [2022-10-06 23:38:06,997] Verify Required message of Lastname field
[INFO ] [2022-10-06 23:38:07,025] Verify Required message of Email field
[INFO ] [2022-10-06 23:38:07,054] Verify Required message of Password field
[INFO ] [2022-10-06 23:38:07,078] Verify Required message of Confirm Password field
[INFO ] [2022-10-06 23:38:07,101] Click to Register on the header
[INFO ] [2022-10-06 23:38:07,511] Select gender in checkbox
[INFO ] [2022-10-06 23:38:07,788] Input valid value into Firstname textbox with: Bobbie
[INFO ] [2022-10-06 23:38:07,849] Input valid value into Lastname textbox with: Auer
[INFO ] [2022-10-06 23:38:07,897] Select Date of birthday
[INFO ] [2022-10-06 23:38:08,163] Select Month of birthday
[INFO ] [2022-10-06 23:38:08,423] Select Year of birthday
[INFO ] [2022-10-06 23:38:08,683] Input invalid email to email textbox
[INFO ] [2022-10-06 23:38:08,726] Input valid value into password textbox with: vuf9u5cu90yw
[INFO ] [2022-10-06 23:38:08,780] Input valid value into confirm password textbox with: vuf9u5cu90yw
[INFO ] [2022-10-06 23:38:08,828] Click to Register button
[INFO ] [2022-10-06 23:38:09,100] Verify error message about invalid email
[INFO ] [2022-10-06 23:38:09,137] Select gender in checkbox
[INFO ] [2022-10-06 23:38:09,402] Input valid value into Firstname textbox with: Bobbie
[INFO ] [2022-10-06 23:38:09,449] Input valid value into Lastname textbox with: Auer
[INFO ] [2022-10-06 23:38:09,492] Select Date of birthday
